Defect_ID,Severity_Level,Predicted_Resolution_Time_Hours,Overdue_Days,Asset_Age_Years,Historical_Failure_Count,Joint_Block_Feasibility_Score,Confidence_Score,Task_Urgency_Tier,Priority_Score,Severity_Level_Enc,Task_Urgency_Tier_Enc,Dept_SMMS,Dept_TDMS,Dept_TMS
TDMS00278,Critical,5.17,20,15.3,3,49.9,0.706,Immediate,71.5,4,4,0,1,0
TDMS00279,Medium,4.14,60,23.8,3,51.7,0.861,This_Month,55.7,2,2,0,1,0
TDMS00280,High,4.92,40,13.7,1,66.3,0.631,This_Week,64.5,3,3,0,1,0
TDMS00281,Medium,3.6,60,19.5,3,71.1,0.816,This_Month,41.2,2,2,0,1,0
TDMS00282,Medium,3.3,60,21.0,1,60.7,0.66,This_Month,44.2,2,2,0,1,0
TDMS00283,High,3.9,40,24.9,2,35.8,0.839,This_Month,59.9,3,2,0,1,0
TDMS00284,Critical,5.34,20,7.3,2,61.2,0.755,Immediate,82.5,4,4,0,1,0
TDMS00285,High,3.93,40,21.0,1,32.6,0.757,This_Week,66.8,3,3,0,1,0
TDMS00286,Critical,5.17,20,12.6,2,41.0,0.79,Immediate,72.6,4,4,0,1,0
TDMS00287,High,2.77,40,1.1,2,60.0,0.728,This_Week,60.2,3,3,0,1,0
TDMS00288,High,3.78,40,7.0,4,55.3,0.694,This_Month,57.6,3,2,0,1,0
TDMS00289,Critical,4.78,20,22.0,3,44.8,0.813,Immediate,77.5,4,4,0,1,0
TDMS00290,Critical,5.76,20,29.3,8,51.9,0.807,Immediate,74.0,4,4,0,1,0
TDMS00291,Critical,5.72,20,11.9,3,41.8,0.789,Immediate,63.0,4,4,0,1,0
TDMS00292,Critical,4.56,20,8.7,2,51.7,0.762,Immediate,81.9,4,4,0,1,0
TDMS00293,Critical,6.5,20,29.7,1,65.2,0.771,Immediate,70.0,4,4,0,1,0
TDMS00294,Medium,4.29,60,5.7,1,23.6,0.595,This_Month,52.7,2,2,0,1,0
TDMS00295,Medium,3.83,60,23.3,4,44.1,0.69,This_Month,45.8,2,2,0,1,0
TDMS00296,High,4.12,40,25.2,7,42.4,0.797,This_Week,61.9,3,3,0,1,0
TDMS00297,Medium,4.96,60,14.6,2,37.7,0.738,This_Month,46.4,2,2,0,1,0
TDMS00298,Critical,5.11,20,17.5,1,44.5,0.616,Immediate,80.5,4,4,0,1,0
TDMS00299,Critical,4.52,20,28.7,1,62.7,0.64,Immediate,77.7,4,4,0,1,0
TDMS00300,High,5.51,40,17.5,3,39.1,0.643,This_Month,56.9,3,2,0,1,0
TDMS00301,Medium,4.0,60,21.6,6,26.7,0.843,This_Month,44.3,2,2,0,1,0
TDMS00302,Critical,5.1,20,20.6,1,66.0,0.736,Immediate,74.9,4,4,0,1,0
TDMS00303,Critical,4.8,20,28.3,2,70.0,0.758,Immediate,77.6,4,4,0,1,0
TDMS00304,High,4.32,40,23.9,0,31.4,0.755,This_Week,61.6,3,3,0,1,0
TDMS00305,Critical,5.4,20,11.7,0,53.0,0.781,Immediate,71.2,4,4,0,1,0
TDMS00306,Medium,4.38,60,10.1,2,21.0,0.71,This_Month,52.6,2,2,0,1,0
TDMS00307,Critical,4.29,20,12.5,1,65.3,0.748,Immediate,77.1,4,4,0,1,0
TDMS00308,High,4.15,40,2.5,2,54.4,0.724,This_Week,71.0,3,3,0,1,0
TDMS00309,High,4.08,40,10.1,1,55.0,0.707,This_Week,61.4,3,3,0,1,0
TDMS00310,High,4.28,1,19.7,1,35.2,0.765,This_Month,51.1,3,2,0,1,0
TDMS00311,Medium,4.23,60,29.1,4,48.7,0.684,This_Month,54.8,2,2,0,1,0
TDMS00312,Critical,4.4,20,4.3,1,69.7,0.622,Immediate,82.7,4,4,0,1,0
TDMS00313,Medium,3.3,0,25.2,2,21.1,0.959,Programmed,25.0,2,1,0,1,0
TDMS00314,Critical,4.38,20,13.6,2,70.5,0.668,Immediate,81.9,4,4,0,1,0
TDMS00315,High,4.4,40,3.5,0,61.9,0.648,This_Week,65.1,3,3,0,1,0
TDMS00316,High,4.89,40,8.3,2,24.4,0.827,This_Week,65.6,3,3,0,1,0
TDMS00317,High,5.56,40,10.4,1,59.0,0.673,This_Week,63.4,3,3,0,1,0
TDMS00318,Critical,6.35,20,13.6,0,74.0,0.626,Immediate,76.4,4,4,0,1,0
TDMS00319,Medium,4.27,60,4.2,0,54.7,0.703,Programmed,37.8,2,1,0,1,0
TDMS00320,Medium,3.6,60,12.3,2,19.1,0.686,This_Month,51.2,2,2,0,1,0
TDMS00321,Critical,5.18,0,10.3,1,63.3,0.853,Immediate,75.0,4,4,0,1,0
TDMS00322,High,4.59,40,26.3,3,26.8,0.832,This_Week,64.1,3,3,0,1,0
TDMS00323,Medium,4.41,60,14.5,1,39.8,0.518,This_Month,51.0,2,2,0,1,0
TDMS00324,Medium,4.96,60,27.2,2,47.1,0.77,This_Month,42.7,2,2,0,1,0
TDMS00325,High,3.73,40,11.7,2,31.7,0.655,This_Week,64.7,3,3,0,1,0
TDMS00326,Medium,3.14,60,24.7,2,26.6,0.601,This_Month,53.1,2,2,0,1,0
TDMS00327,Critical,4.71,20,17.0,1,47.5,0.718,Immediate,74.8,4,4,0,1,0
TDMS00328,Critical,4.62,20,21.6,2,88.9,0.802,Immediate,72.7,4,4,0,1,0
TDMS00329,Critical,4.65,20,22.3,2,43.2,0.627,Immediate,77.8,4,4,0,1,0
TDMS00330,High,4.78,40,24.9,6,64.3,0.748,This_Week,72.0,3,3,0,1,0
TDMS00331,High,4.38,40,12.5,6,66.3,0.802,This_Week,72.9,3,3,0,1,0
TDMS00332,Critical,5.05,20,27.4,3,46.8,0.892,Immediate,66.9,4,4,0,1,0
TDMS00333,Medium,4.54,60,24.0,2,24.9,0.838,This_Month,47.2,2,2,0,1,0
TDMS00334,High,4.4,40,19.1,5,57.6,0.695,This_Month,57.9,3,2,0,1,0
TDMS00335,Medium,2.93,60,13.9,0,19.0,0.702,This_Month,50.4,2,2,0,1,0
TDMS00336,Medium,3.96,60,30.0,4,29.0,0.8,This_Month,48.1,2,2,0,1,0
TDMS00337,Critical,5.0,20,28.4,1,45.6,0.762,Immediate,76.1,4,4,0,1,0
TDMS00338,Critical,5.82,20,24.0,2,41.0,0.758,Immediate,76.8,4,4,0,1,0
TDMS00339,Critical,5.12,20,21.4,3,53.7,0.875,Immediate,69.2,4,4,0,1,0
TDMS00340,Medium,3.03,60,19.2,3,30.9,0.848,This_Month,45.7,2,2,0,1,0
TDMS00341,Medium,3.5,60,19.6,1,40.7,0.5,This_Month,48.0,2,2,0,1,0
TDMS00342,Medium,4.53,60,18.0,6,52.7,0.755,This_Month,49.2,2,2,0,1,0
TDMS00343,High,5.04,40,14.6,2,51.7,0.852,This_Week,65.6,3,3,0,1,0
TDMS00344,Critical,5.58,20,29.9,2,86.3,0.732,Immediate,78.9,4,4,0,1,0
TDMS00345,High,4.85,40,24.2,4,60.3,0.784,This_Week,66.4,3,3,0,1,0
TDMS00346,Medium,4.24,60,13.9,0,68.2,0.679,This_Month,43.9,2,2,0,1,0
TDMS00347,Critical,5.46,9,26.4,4,35.1,0.754,Immediate,65.1,4,4,0,1,0
TDMS00348,Medium,2.81,60,28.9,5,69.7,0.739,This_Month,52.4,2,2,0,1,0
TDMS00349,Critical,5.21,20,11.9,0,39.8,0.652,Immediate,83.8,4,4,0,1,0
TDMS00350,Critical,4.81,20,28.6,3,73.0,0.904,Immediate,73.1,4,4,0,1,0
TDMS00351,Medium,3.35,60,29.4,5,69.0,0.876,This_Week,61.6,2,3,0,1,0
TDMS00352,Critical,4.83,20,12.2,2,53.2,0.632,Immediate,74.1,4,4,0,1,0
TDMS00353,High,5.39,40,9.7,1,46.2,0.694,This_Week,62.9,3,3,0,1,0
TDMS00354,Critical,4.11,20,24.4,2,46.0,0.85,Immediate,84.2,4,4,0,1,0
TDMS00355,Critical,4.18,20,14.0,3,47.9,0.896,Immediate,75.8,4,4,0,1,0
TDMS00356,High,3.58,40,19.6,2,67.4,0.768,This_Week,68.2,3,3,0,1,0
TDMS00357,High,4.03,40,29.2,3,27.0,0.762,This_Week,70.1,3,3,0,1,0
TDMS00358,High,3.65,40,6.7,3,37.6,0.657,This_Week,68.2,3,3,0,1,0
TDMS00359,Medium,4.71,60,19.9,3,31.3,0.793,This_Month,48.6,2,2,0,1,0
TDMS00360,High,4.35,40,13.1,3,32.2,0.704,This_Week,64.5,3,3,0,1,0
TDMS00361,High,4.08,40,19.8,2,32.0,0.918,This_Week,64.4,3,3,0,1,0
TDMS00362,High,3.4,40,13.6,1,48.4,0.736,This_Month,53.6,3,2,0,1,0
TDMS00363,Critical,5.61,5,14.3,3,39.9,0.87,Immediate,74.7,4,4,0,1,0
TDMS00364,Medium,3.37,60,16.6,3,50.3,0.912,This_Month,54.3,2,2,0,1,0
TDMS00365,Critical,4.85,20,23.5,3,95.3,0.856,Immediate,71.5,4,4,0,1,0
TDMS00366,Medium,3.89,52,26.8,4,26.9,0.905,This_Month,52.0,2,2,0,1,0
TDMS00367,Medium,3.21,60,7.2,3,61.0,0.876,This_Month,56.7,2,2,0,1,0
TDMS00368,High,3.94,35,4.4,1,50.9,0.659,This_Week,60.9,3,3,0,1,0
TDMS00369,Medium,4.1,60,27.0,3,46.4,0.81,This_Month,55.0,2,2,0,1,0
TDMS00370,Critical,4.0,4,27.8,2,42.8,0.96,Immediate,67.7,4,4,0,1,0
TDMS00371,High,3.37,40,2.4,1,33.2,0.611,This_Week,65.5,3,3,0,1,0
TDMS00372,Medium,3.53,60,17.0,4,35.9,0.831,This_Month,58.7,2,2,0,1,0
TDMS00373,Medium,3.51,60,6.9,1,25.0,0.628,This_Month,51.5,2,2,0,1,0
TDMS00374,Critical,5.1,20,23.6,1,63.6,0.783,Immediate,77.6,4,4,0,1,0
TDMS00375,Medium,4.07,60,3.0,0,53.0,0.833,This_Month,46.7,2,2,0,1,0
TDMS00376,Critical,4.34,20,11.5,0,50.3,0.673,Immediate,74.0,4,4,0,1,0
TDMS00377,High,4.17,40,8.5,0,57.5,0.74,This_Week,66.2,3,3,0,1,0
TDMS00378,High,5.29,0,4.5,1,41.2,0.735,This_Month,45.7,3,2,0,1,0
TDMS00379,Critical,4.52,20,3.8,1,41.6,0.669,Immediate,74.8,4,4,0,1,0
TDMS00380,High,3.08,40,24.4,3,30.4,0.884,This_Week,62.7,3,3,0,1,0
TDMS00381,High,4.3,40,7.6,1,57.4,0.751,This_Week,70.8,3,3,0,1,0
TDMS00382,Medium,3.67,60,21.0,2,32.8,0.784,This_Month,46.9,2,2,0,1,0
TDMS00383,Critical,5.11,20,23.5,1,44.2,0.5,Immediate,77.1,4,4,0,1,0
TDMS00384,High,4.6,40,13.1,3,61.0,0.775,This_Week,66.0,3,3,0,1,0
TDMS00385,Critical,5.56,19,4.8,0,37.6,0.755,Immediate,69.7,4,4,0,1,0
TDMS00386,Medium,3.14,27,19.4,3,17.4,0.682,Programmed,39.5,2,1,0,1,0
TDMS00387,High,4.43,40,24.6,5,60.0,0.871,This_Week,61.8,3,3,0,1,0
TDMS00388,High,4.27,40,30.0,3,29.5,0.793,This_Month,58.5,3,2,0,1,0
TDMS00389,Medium,3.13,60,16.9,0,42.9,0.783,This_Month,44.6,2,2,0,1,0
TDMS00390,High,4.32,40,27.4,3,47.9,0.648,This_Month,57.0,3,2,0,1,0
TDMS00391,Critical,5.28,20,2.4,0,60.4,0.603,Immediate,73.2,4,4,0,1,0
TDMS00392,High,4.77,40,11.7,4,61.6,0.787,This_Week,74.1,3,3,0,1,0
TDMS00393,High,3.98,40,16.8,0,41.6,0.693,This_Week,64.9,3,3,0,1,0
TDMS00394,High,3.88,40,28.5,3,44.3,0.706,This_Week,70.3,3,3,0,1,0
TDMS00395,High,3.59,40,29.8,3,53.4,0.734,This_Week,74.6,3,3,0,1,0
TDMS00396,Medium,3.17,60,25.6,4,28.6,0.759,This_Month,51.8,2,2,0,1,0
TDMS00397,High,5.3,40,7.1,0,29.8,0.644,This_Week,61.0,3,3,0,1,0
TDMS00398,Medium,3.24,60,4.0,3,18.0,0.882,This_Month,56.5,2,2,0,1,0
TDMS00399,Critical,4.5,20,24.3,0,72.4,0.527,Immediate,80.0,4,4,0,1,0
TDMS00400,Medium,4.8,60,4.9,1,60.8,0.736,This_Month,47.6,2,2,0,1,0
TDMS00401,High,4.22,40,17.7,4,69.4,0.726,Immediate,75.9,3,4,0,1,0
TDMS00402,High,3.89,40,11.8,1,39.2,0.774,This_Week,63.8,3,3,0,1,0
TDMS00403,Medium,2.69,60,28.3,7,38.3,0.833,This_Month,52.2,2,2,0,1,0
TDMS00404,High,4.79,40,5.1,3,80.8,0.763,This_Month,59.7,3,2,0,1,0
TDMS00405,High,3.27,40,11.5,1,38.7,0.716,This_Month,56.3,3,2,0,1,0
TDMS00406,Medium,2.7,56,13.3,2,30.1,0.826,This_Month,53.1,2,2,0,1,0
TDMS00407,Critical,5.14,20,8.0,0,63.2,0.778,Immediate,72.2,4,4,0,1,0
TDMS00408,Critical,5.79,20,7.1,2,42.8,0.7,Immediate,76.4,4,4,0,1,0
TDMS00409,Medium,3.12,60,7.7,3,49.4,0.676,This_Month,51.7,2,2,0,1,0
TDMS00410,Medium,3.22,60,29.6,4,67.5,0.908,This_Week,64.6,2,3,0,1,0
TDMS00411,Critical,4.85,20,3.2,0,42.2,0.703,Immediate,82.3,4,4,0,1,0
TDMS00412,Medium,3.79,56,25.4,1,26.3,0.633,This_Month,46.3,2,2,0,1,0
TDMS00413,Critical,4.62,20,16.6,0,40.6,0.765,Immediate,72.1,4,4,0,1,0
TDMS00414,Medium,3.64,60,19.2,2,51.5,0.75,This_Month,52.5,2,2,0,1,0
TDMS00415,High,3.88,40,25.3,3,43.2,0.8,This_Week,65.4,3,3,0,1,0
TDMS00416,High,3.68,40,23.6,2,49.7,0.655,This_Week,71.1,3,3,0,1,0
TDMS00417,Critical,5.45,20,9.0,2,49.1,0.731,Immediate,78.5,4,4,0,1,0
TDMS00418,High,3.32,40,11.3,3,54.3,0.821,This_Week,65.7,3,3,0,1,0
TDMS00419,Critical,6.37,20,6.8,2,48.3,0.782,Immediate,78.6,4,4,0,1,0
TDMS00420,Critical,4.49,20,6.1,1,62.7,0.686,Immediate,79.9,4,4,0,1,0
TDMS00421,Medium,2.53,60,20.0,2,22.5,0.782,This_Month,43.3,2,2,0,1,0
TDMS00422,Medium,4.25,60,12.8,2,28.1,0.88,This_Month,51.9,2,2,0,1,0
TDMS00423,Medium,3.46,0,15.8,1,47.8,0.757,Programmed,26.6,2,1,0,1,0
TDMS00424,Critical,4.58,20,23.8,3,40.4,0.848,Immediate,76.1,4,4,0,1,0
TDMS00425,High,5.43,40,3.3,0,35.7,0.793,This_Week,61.7,3,3,0,1,0
TDMS00426,Medium,3.21,60,17.4,2,72.9,0.822,This_Month,58.0,2,2,0,1,0
TDMS00427,Medium,3.57,60,19.0,4,55.7,0.805,This_Month,51.2,2,2,0,1,0
TDMS00428,Critical,4.83,20,8.5,0,44.3,0.626,Immediate,77.6,4,4,0,1,0
TDMS00429,Medium,3.54,60,29.8,4,31.9,0.815,This_Month,54.5,2,2,0,1,0
TDMS00430,High,3.88,40,13.7,1,51.9,0.725,This_Month,57.0,3,2,0,1,0
TDMS00431,High,4.28,40,17.6,3,37.1,0.707,This_Week,68.0,3,3,0,1,0
TDMS00432,High,3.43,40,18.7,2,55.5,0.77,This_Week,65.9,3,3,0,1,0
TDMS00433,High,3.93,40,6.5,0,36.3,0.83,This_Week,64.5,3,3,0,1,0
TDMS00434,Critical,4.7,20,14.9,4,69.7,0.74,Immediate,72.7,4,4,0,1,0
TDMS00435,High,3.49,40,11.1,1,37.1,0.643,This_Week,64.1,3,3,0,1,0
TDMS00436,Critical,4.45,20,22.6,1,63.6,0.755,Immediate,73.3,4,4,0,1,0
TDMS00437,High,4.03,40,26.7,1,33.0,0.776,This_Week,64.9,3,3,0,1,0
TDMS00438,Medium,4.05,60,20.6,5,61.0,0.727,This_Month,54.6,2,2,0,1,0
TDMS00439,High,3.34,40,23.6,3,39.9,0.721,This_Month,58.2,3,2,0,1,0
TDMS00440,Critical,5.04,20,4.8,1,68.7,0.825,Immediate,75.1,4,4,0,1,0
TDMS00441,High,4.33,40,2.7,1,38.8,0.65,This_Week,68.7,3,3,0,1,0
TDMS00442,Medium,4.07,60,7.3,3,29.1,0.747,This_Month,49.6,2,2,0,1,0
TDMS00443,Critical,6.24,20,16.4,2,62.3,0.777,Immediate,82.8,4,4,0,1,0
TDMS00444,Critical,5.38,20,17.3,0,93.9,0.755,Immediate,83.6,4,4,0,1,0
TDMS00445,High,4.9,40,2.1,1,58.2,0.659,This_Month,59.0,3,2,0,1,0
TDMS00446,Critical,5.04,20,5.5,1,41.3,0.651,Immediate,72.3,4,4,0,1,0
TDMS00447,Medium,3.57,60,17.4,0,31.2,0.687,This_Week,61.7,2,3,0,1,0
TDMS00448,Medium,3.07,45,4.8,2,54.0,0.794,This_Month,47.6,2,2,0,1,0
TDMS00449,High,4.93,40,20.7,3,48.4,0.868,This_Week,71.9,3,3,0,1,0
TDMS00450,Medium,3.96,60,13.4,5,30.0,0.777,This_Month,55.8,2,2,0,1,0
TDMS00451,High,3.93,40,6.5,2,72.5,0.715,This_Week,62.6,3,3,0,1,0
TDMS00452,Critical,5.38,20,28.7,3,87.0,0.671,Immediate,81.0,4,4,0,1,0
TDMS00453,Medium,4.17,60,21.2,1,49.0,0.72,This_Month,49.1,2,2,0,1,0
TDMS00454,Critical,5.46,20,17.8,2,41.5,0.649,Immediate,70.0,4,4,0,1,0
TDMS00455,High,3.0,40,17.7,2,80.3,0.706,This_Week,63.1,3,3,0,1,0
TDMS00456,Critical,5.39,20,21.6,1,54.8,0.755,Immediate,76.1,4,4,0,1,0
TDMS00457,Medium,2.5,60,15.8,4,44.7,0.74,This_Month,44.4,2,2,0,1,0
TDMS00458,Medium,3.56,60,13.4,3,51.6,0.781,This_Month,46.2,2,2,0,1,0
TDMS00459,High,4.97,40,28.4,0,84.9,0.641,This_Week,68.4,3,3,0,1,0
TDMS00460,Medium,3.59,60,27.6,4,47.9,0.865,This_Month,55.2,2,2,0,1,0
TDMS00461,High,3.87,40,15.4,3,41.2,0.895,This_Week,64.1,3,3,0,1,0
TDMS00462,High,4.57,40,4.8,4,59.2,0.751,This_Week,68.1,3,3,0,1,0
TDMS00463,Critical,5.63,20,24.9,5,63.3,0.74,Immediate,79.3,4,4,0,1,0
TDMS00464,Medium,3.7,60,27.6,8,74.7,0.774,This_Month,56.0,2,2,0,1,0
TDMS00465,High,4.46,40,10.5,0,47.5,0.72,This_Week,73.1,3,3,0,1,0
TDMS00466,High,4.07,40,16.1,0,42.4,0.68,This_Week,64.0,3,3,0,1,0
TDMS00467,Medium,3.43,60,25.8,3,52.9,0.712,This_Month,54.2,2,2,0,1,0
TDMS00468,High,5.39,40,12.1,5,37.1,0.894,This_Week,60.4,3,3,0,1,0
TDMS00469,Medium,3.37,36,1.6,1,68.7,0.632,Programmed,39.0,2,1,0,1,0
TDMS00470,Critical,6.47,20,29.5,1,39.8,0.674,Immediate,79.6,4,4,0,1,0
TDMS00471,Medium,3.4,25,29.6,2,29.2,0.84,Programmed,32.1,2,1,0,1,0
TDMS00472,High,4.78,40,24.8,3,59.0,0.745,This_Week,68.1,3,3,0,1,0
TDMS00473,Critical,5.71,20,24.4,2,40.3,0.742,Immediate,80.3,4,4,0,1,0
TDMS00474,Medium,3.26,60,22.1,1,25.7,0.625,This_Month,50.5,2,2,0,1,0
TDMS00475,High,5.02,40,16.6,3,40.0,0.733,This_Week,64.7,3,3,0,1,0
TDMS00476,High,4.13,40,26.2,2,59.1,0.823,This_Week,60.8,3,3,0,1,0
TDMS00477,Critical,5.47,20,23.9,1,40.1,0.789,Immediate,71.8,4,4,0,1,0
TDMS00478,Critical,4.46,20,22.8,3,46.9,0.701,Immediate,75.6,4,4,0,1,0
TDMS00479,High,4.28,40,28.1,4,35.3,0.783,This_Week,63.2,3,3,0,1,0
TDMS00480,High,4.82,40,25.6,2,74.7,0.777,This_Week,63.6,3,3,0,1,0
TDMS00481,High,3.61,40,19.3,2,62.2,0.79,This_Week,66.9,3,3,0,1,0
TDMS00482,High,4.06,40,22.8,7,37.9,0.805,This_Week,63.8,3,3,0,1,0
TDMS00483,High,3.81,40,2.4,0,39.7,0.715,This_Week,68.9,3,3,0,1,0
TDMS00484,High,3.99,40,18.3,2,38.2,0.787,This_Week,66.8,3,3,0,1,0
TDMS00485,Critical,6.02,20,23.3,1,68.2,0.702,Immediate,70.0,4,4,0,1,0
TDMS00486,Critical,4.99,20,15.0,3,65.7,0.876,Immediate,80.5,4,4,0,1,0
TDMS00487,Medium,3.83,60,16.5,2,35.8,0.744,This_Month,58.1,2,2,0,1,0
TDMS00488,High,4.87,5,10.2,4,64.7,0.81,This_Month,55.1,3,2,0,1,0
TDMS00489,Critical,5.64,20,19.4,1,39.6,0.716,Immediate,75.6,4,4,0,1,0
TDMS00490,Medium,2.93,60,27.5,2,40.9,0.725,This_Month,44.5,2,2,0,1,0
TDMS00491,Medium,2.88,22,1.0,3,54.9,0.862,Programmed,37.5,2,1,0,1,0
TDMS00492,High,3.57,40,29.7,1,34.1,0.564,This_Week,64.2,3,3,0,1,0
TDMS00493,Medium,3.4,60,18.2,0,27.2,0.612,This_Month,57.3,2,2,0,1,0
TDMS00494,Medium,3.15,60,23.3,4,29.6,0.857,This_Month,52.5,2,2,0,1,0
TDMS00495,High,4.03,40,28.9,1,45.4,0.658,This_Week,63.5,3,3,0,1,0
TDMS00496,Medium,4.35,60,24.9,1,16.2,0.747,This_Month,42.6,2,2,0,1,0
TDMS00497,High,4.28,40,1.7,0,59.4,0.671,This_Month,59.5,3,2,0,1,0
TDMS00498,Critical,4.75,20,8.7,4,45.9,0.777,Immediate,77.4,4,4,0,1,0
TDMS00499,High,3.77,6,17.5,5,58.0,0.855,This_Month,52.6,3,2,0,1,0
TDMS00500,High,3.33,40,5.9,2,67.8,0.648,This_Week,69.8,3,3,0,1,0
TDMS00501,Critical,4.53,20,9.2,2,37.8,0.727,Immediate,72.0,4,4,0,1,0
TDMS00502,High,4.79,40,22.2,6,43.0,0.903,This_Week,66.5,3,3,0,1,0
TDMS00503,High,3.9,39,23.6,2,35.9,0.655,This_Week,62.9,3,3,0,1,0
TDMS00504,Critical,4.94,20,18.4,3,43.6,0.835,Immediate,77.9,4,4,0,1,0
TDMS00505,Critical,4.87,20,24.3,3,63.1,0.73,Immediate,70.6,4,4,0,1,0
TDMS00506,Critical,5.68,20,9.9,1,42.2,0.74,Immediate,72.4,4,4,0,1,0
TDMS00507,High,3.79,40,25.2,3,46.3,0.914,This_Week,66.7,3,3,0,1,0
TDMS00508,Critical,6.5,20,29.4,3,54.3,0.779,Immediate,77.5,4,4,0,1,0
TDMS00509,Critical,4.72,20,11.7,4,53.5,0.844,Immediate,76.6,4,4,0,1,0
TDMS00510,High,4.37,40,13.9,1,59.9,0.805,This_Month,55.1,3,2,0,1,0
TDMS00511,Medium,3.48,60,13.3,2,29.8,0.772,This_Week,60.6,2,3,0,1,0
TDMS00512,High,4.07,40,16.2,0,35.9,0.606,This_Week,61.8,3,3,0,1,0
TDMS00513,Critical,4.73,20,7.1,2,38.8,0.811,Immediate,77.4,4,4,0,1,0
TDMS00514,Medium,2.66,60,12.4,1,55.0,0.657,This_Month,47.2,2,2,0,1,0
TDMS00515,High,4.44,40,2.3,1,42.1,0.653,This_Month,58.4,3,2,0,1,0
TDMS00516,Critical,5.06,20,8.8,1,45.2,0.579,Immediate,78.1,4,4,0,1,0
TDMS00517,Critical,5.04,20,12.4,3,58.6,0.875,Immediate,81.7,4,4,0,1,0
TDMS00518,High,5.56,40,5.4,0,67.5,0.659,This_Month,58.9,3,2,0,1,0
TDMS00519,High,4.49,29,10.3,5,33.2,0.897,This_Week,60.0,3,3,0,1,0
TDMS00520,High,3.46,40,11.1,1,58.0,0.744,This_Week,63.7,3,3,0,1,0
TDMS00521,High,4.13,40,17.7,3,60.3,0.854,This_Month,59.2,3,2,0,1,0
TDMS00522,Critical,4.85,20,15.7,1,68.1,0.676,Immediate,73.1,4,4,0,1,0
TDMS00523,High,4.96,40,15.0,3,34.0,0.905,This_Week,70.4,3,3,0,1,0
TDMS00524,Critical,6.18,20,22.1,0,64.4,0.646,Immediate,73.0,4,4,0,1,0
TDMS00525,Medium,3.67,60,15.0,3,32.3,0.733,This_Month,40.8,2,2,0,1,0
TDMS00526,Critical,3.66,20,6.8,1,71.4,0.802,Immediate,75.9,4,4,0,1,0
TDMS00527,High,3.98,40,17.4,1,54.1,0.623,This_Week,66.8,3,3,0,1,0
TDMS00528,Critical,4.6,5,20.2,2,72.7,0.913,Immediate,77.6,4,4,0,1,0
TDMS00529,Medium,4.1,52,5.9,2,34.8,0.96,This_Month,51.5,2,2,0,1,0
TDMS00530,High,3.92,29,29.6,2,57.9,0.914,This_Month,58.2,3,2,0,1,0
TDMS00531,Medium,3.57,60,11.1,2,25.5,0.745,This_Month,44.9,2,2,0,1,0
TDMS00532,Critical,4.82,20,13.2,2,73.6,0.837,Immediate,78.4,4,4,0,1,0
TDMS00533,Critical,6.12,20,23.9,5,50.7,0.784,Immediate,80.3,4,4,0,1,0
TDMS00534,Medium,3.59,60,21.5,2,36.2,0.9,This_Month,48.5,2,2,0,1,0
TDMS00535,Critical,6.1,20,20.8,2,42.1,0.834,Immediate,76.8,4,4,0,1,0
TDMS00536,High,4.88,40,8.1,2,63.8,0.723,This_Week,60.7,3,3,0,1,0
TDMS00537,Medium,4.43,60,2.7,1,41.8,0.622,This_Month,48.2,2,2,0,1,0
TDMS00538,Critical,6.07,20,16.8,2,73.6,0.907,Immediate,71.6,4,4,0,1,0
TDMS00539,Medium,4.31,60,13.5,5,43.3,0.823,This_Month,55.7,2,2,0,1,0
TDMS00540,Critical,4.91,20,7.2,4,57.4,0.778,Immediate,76.7,4,4,0,1,0
TDMS00541,High,3.94,40,9.4,1,35.9,0.614,This_Week,61.9,3,3,0,1,0
TDMS00542,Critical,3.95,20,22.3,2,43.5,0.746,Immediate,80.5,4,4,0,1,0
TDMS00543,Medium,2.33,60,4.1,1,25.0,0.619,This_Month,51.8,2,2,0,1,0
TDMS00544,High,4.37,40,4.2,1,60.0,0.786,This_Month,56.3,3,2,0,1,0
TDMS00545,Medium,4.52,60,25.5,4,33.1,0.824,This_Month,56.5,2,2,0,1,0
TDMS00546,Critical,5.16,20,24.8,2,44.8,0.819,Immediate,74.1,4,4,0,1,0
TDMS00547,Medium,2.43,60,9.9,1,25.3,0.61,This_Month,54.7,2,2,0,1,0
TDMS00548,Critical,4.92,20,27.9,3,48.6,0.789,Immediate,81.7,4,4,0,1,0
TDMS00549,Critical,5.74,20,6.4,2,87.9,0.655,Immediate,85.5,4,4,0,1,0
TDMS00550,Medium,3.49,60,25.8,3,49.3,0.769,This_Month,55.1,2,2,0,1,0
TDMS00551,Medium,3.93,0,7.0,2,23.1,0.821,Programmed,25.0,2,1,0,1,0
TDMS00552,Critical,3.57,20,20.8,4,45.1,0.712,Immediate,83.5,4,4,0,1,0
TDMS00553,High,4.27,40,15.3,1,64.6,0.679,This_Week,67.1,3,3,0,1,0
TDMS00554,Medium,3.93,60,9.2,1,49.6,0.635,This_Month,52.7,2,2,0,1,0
TDMS00555,High,4.41,40,28.7,4,35.3,0.65,This_Week,66.3,3,3,0,1,0
TDMS00556,Medium,3.62,60,19.9,3,62.9,0.786,This_Month,52.9,2,2,0,1,0
TDMS00557,High,4.68,40,23.9,2,34.0,0.853,This_Month,57.7,3,2,0,1,0
TDMS00558,Medium,4.72,60,4.1,2,17.4,0.845,This_Month,50.8,2,2,0,1,0
