Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Corridor_ID,Asset_ID,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Latitude,Longitude,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Voltage_V,Current_A,Power_Load_MW,Wind_Speed_kmh,Weather_Condition,Component_Health,Traffic_Trains_Per_Day,Goods_Trains_Forecast,Route_Criticality,Overlapping_Engineering_Request,Overlapping_SNT_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Min,Joint_Block_Recommendation,Failure_Probability_72h,Remaining_Useful_Life_Hours,Priority_Score,Priority_Class,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
TDMS00051,SJX-IS,SJX,IS,22.66,Northern Railway,Ambala,CORR_007,TRD_LINE_BREAKAGE_F0051,OHE_CONTACT_LINE,Line Breakage,High,Thermal_Drone,33.114109,78.863517,19-07-2025,15-09-2026,15-09-2026,17-09-2026,4.17,4.55,40,21.8,06-07-2026,180,0,1918.3,184.4,46.9,14.0,Thunderstorm,Overheated,50,15,MEDIUM,False,False,38.5,This_Week,Weekly,273,No,0.376,471.6,60.0,B,4.17,70.8,0.831
TDMS00052,AYSK-ZAVO,AYSK,ZAVO,102.99,Eastern Railway,Malda,CORR_004,TRD_OVERHEATING_F0052,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Visual_Patrol,28.75741,86.38752,07-08-2025,04-09-2026,04-09-2026,07-09-2026,3.46,3.6,60,15.2,24-08-2026,365,1,2040.5,203.5,52.7,26.6,Rainy,Normal,60,11,MEDIUM,False,False,37.5,This_Month,Monthly,216,No,0.153,713.5,49.9,C,3.46,52.4,0.55
TDMS00053,BEIV-KUVB,BEIV,KUVB,0.78,Southern Railway,Chennai,CORR_006,TRD_LINE_BREAKAGE_F0053,OHE_CONTACT_LINE,Line Breakage,Medium,Sensor_Alert,13.980351,87.032916,10-04-2026,13-09-2026,14-09-2026,17-09-2026,3.43,3.42,60,25.8,18-05-2026,180,4,1880.5,195.1,48.8,16.6,Snowy,Normal,56,6,MEDIUM,False,False,27.2,This_Month,Monthly,205,No,0.226,620.2,45.6,C,3.43,52.9,0.9
TDMS00054,HC-JI,HC,JI,18.94,Western Railway,Ratlam,CORR_003,TRD_VOLTAGE_FLUCTUATION_F0054,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Thermal_Drone,26.180583,74.834699,07-08-2026,11-09-2026,12-09-2026,13-09-2026,4.85,4.8,20,8.5,05-01-2026,90,1,2128.5,232.4,52.8,12.6,Snowy,Faulty,63,7,HIGH,True,True,87.6,Immediate,Weekly,288,Yes,0.737,181.9,84.7,A,4.85,91.0,0.759
TDMS00055,HFDZF-DSU,HFDZF,DSU,69.27,South Central Railway,Guntakal,CORR_010,TRD_VOLTAGE_FLUCTUATION_F0055,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,15.080296,78.248594,20-12-2025,06-09-2026,06-09-2026,07-09-2026,4.45,4.57,20,16.0,19-07-2026,180,1,1981.8,234.7,49.4,10.8,Windstorm,Faulty,44,16,MEDIUM,True,False,64.0,Immediate,Weekly,274,Yes,0.659,318.3,75.1,A,4.45,88.7,0.737
TDMS00056,AMMU-GPMKC,AMMU,GPMKC,27.63,South Eastern Railway,Chakradharpur,CORR_012,TRD_CONTACT_WIRE_WEAR_F0056,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Thermal_Drone,21.379629,83.353971,25-12-2025,03-09-2026,04-09-2026,05-09-2026,5.13,4.8,20,12.2,29-05-2026,180,1,1934.3,200.3,54.9,14.6,Snowy,Faulty,21,18,MEDIUM,False,True,66.4,Immediate,Weekly,288,Yes,0.606,278.0,73.6,B,5.13,90.3,0.717
TDMS00057,WFFMM-THF,WFFMM,THF,55.63,Central Railway,Nagpur,CORR_008,TRD_CONTACT_WIRE_WEAR_F0057,OHE_CONTACT_LINE,Contact Wire Wear,High,Sensor_Alert,20.922817,79.258021,10-03-2026,14-09-2026,14-09-2026,16-09-2026,3.77,3.87,40,14.2,21-05-2026,180,1,1932.4,197.4,52.8,12.3,Snowy,Overheated,52,10,MEDIUM,False,False,30.0,This_Month,Monthly,232,No,0.439,472.4,59.0,B,3.77,77.4,0.669
TDMS00058,OBEIW-EDT,OBEIW,EDT,112.44,South Central Railway,Vijayawada,CORR_006,TRD_OVERHEATING_F0058,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,18.645828,81.328818,11-08-2026,14-09-2026,14-09-2026,17-09-2026,3.7,3.7,2,3.6,19-03-2026,365,0,1997.0,242.0,54.4,28.1,Thunderstorm,Normal,36,27,MEDIUM,True,False,54.7,Programmed,Monthly,222,No,0.07,739.9,25.0,C,3.7,40.3,0.777
TDMS00059,DINTU-BAH,DINTU,BAH,101.68,Northern Railway,Moradabad,CORR_003,TRD_OVERHEATING_F0059,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Thermal_Drone,32.164343,81.777943,03-08-2025,09-09-2026,09-09-2026,10-09-2026,4.72,5.03,20,11.2,14-09-2025,365,2,2233.9,226.5,47.3,21.3,Rainy,Faulty,62,13,HIGH,False,True,63.0,Immediate,Weekly,302,Yes,0.621,246.5,76.5,A,4.72,93.6,0.782
TDMS00060,QVZO-ZCOFB,QVZO,ZCOFB,83.27,South Central Railway,Guntakal,CORR_012,TRD_SAGGING_F0060,OHE_CONTACT_LINE,Sagging,Critical,Manual_Inspection,15.977849,77.298938,14-11-2025,09-09-2026,10-09-2026,11-09-2026,4.19,3.92,20,8.0,28-03-2026,90,0,2252.2,242.1,48.6,23.9,Thunderstorm,Faulty,53,25,MEDIUM,False,False,50.2,Immediate,Weekly,235,No,0.623,263.6,70.4,B,4.19,93.4,0.621
TDMS00061,EAFU-NFMC,EAFU,NFMC,25.77,Southern Railway,Madurai,CORR_004,TRD_VOLTAGE_FLUCTUATION_F0061,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,10.171747,78.339791,20-06-2026,14-09-2026,15-09-2026,16-09-2026,5.43,5.05,20,21.9,04-07-2026,365,0,2271.1,197.3,47.9,26.6,Thunderstorm,Faulty,56,28,HIGH,False,False,39.5,Immediate,Weekly,303,No,0.706,204.7,86.3,A,5.43,90.7,0.54
TDMS00062,LZ-KCAQX,LZ,KCAQX,116.0,Southern Railway,Chennai,CORR_011,TRD_CONTACT_WIRE_WEAR_F0062,OHE_CONTACT_LINE,Contact Wire Wear,High,Sensor_Alert,8.974336,87.941316,01-08-2025,06-09-2026,07-09-2026,09-09-2026,5.51,5.1,40,16.4,29-08-2025,90,4,1824.8,237.6,51.9,28.2,Clear,Overheated,80,7,HIGH,False,False,38.2,This_Week,Weekly,306,No,0.452,441.0,70.4,B,5.51,79.8,0.807
TDMS00063,HQ-HH,HQ,HH,50.78,South Eastern Railway,Kharagpur,CORR_011,TRD_LINE_BREAKAGE_F0063,OHE_CONTACT_LINE,Line Breakage,Critical,Sensor_Alert,22.482907,87.049807,08-07-2026,05-09-2026,06-09-2026,07-09-2026,5.56,5.47,20,8.8,23-07-2026,180,1,2281.0,214.9,47.5,25.2,Thunderstorm,Faulty,45,26,HIGH,False,True,62.1,Immediate,Weekly,328,Yes,0.606,286.6,84.6,A,5.56,87.9,0.764
TDMS00064,ZXBD-RXCY,ZXBD,RXCY,90.24,South Central Railway,Guntakal,CORR_005,TRD_VOLTAGE_FLUCTUATION_F0064,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,15.700615,78.879427,04-12-2025,12-09-2026,13-09-2026,14-09-2026,5.12,4.55,20,24.9,25-06-2026,90,3,2211.5,197.1,48.0,21.1,Snowy,Faulty,48,8,HIGH,False,False,50.7,Immediate,Weekly,273,No,0.716,221.1,81.9,A,5.12,91.4,0.748
TDMS00065,XDQQL-AHEIG,XDQQL,AHEIG,90.53,Northern Railway,Ferozpur,CORR_009,TRD_OVERHEATING_F0065,TRACTION_POWER_EQUIPMENT,Overheating,High,Sensor_Alert,27.277246,72.758865,20-04-2026,05-09-2026,06-09-2026,08-09-2026,4.34,3.98,40,8.5,12-07-2026,365,3,2022.6,192.3,50.0,14.6,Clear,Overheated,54,9,MEDIUM,True,False,54.3,This_Week,Weekly,239,No,0.463,373.8,62.3,B,4.34,76.4,0.72
TDMS00066,TIKMN-USNAX,TIKMN,USNAX,99.74,Southern Railway,Palakkad,CORR_011,TRD_INSULATION_FAULT_F0066,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Sensor_Alert,8.482189,74.52687,23-08-2026,08-09-2026,09-09-2026,11-09-2026,4.03,4.0,0,6.1,14-03-2026,90,1,1949.4,220.2,52.0,25.5,Snowy,Overheated,39,11,MEDIUM,False,True,51.3,This_Month,Monthly,240,No,0.517,443.2,44.4,C,4.03,62.6,0.787
TDMS00067,SPBB-DNH,SPBB,DNH,95.68,Southern Railway,Chennai,CORR_006,TRD_LINE_BREAKAGE_F0067,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,9.156765,87.115574,21-11-2025,13-09-2026,13-09-2026,16-09-2026,3.12,3.22,60,12.1,30-07-2026,365,4,1878.8,222.3,48.6,11.5,Thunderstorm,Normal,63,8,MEDIUM,True,False,69.2,This_Month,Monthly,193,Yes,0.265,504.3,51.0,B,3.12,58.3,0.764
TDMS00068,ZIRDM-RJKD,ZIRDM,RJKD,22.04,South Central Railway,Vijayawada,CORR_003,TRD_SAGGING_F0068,OHE_CONTACT_LINE,Sagging,Critical,Sensor_Alert,16.406729,86.181486,12-01-2026,15-09-2026,16-09-2026,17-09-2026,5.56,5.2,20,1.1,06-07-2026,365,1,1834.8,231.5,51.7,16.3,Rainy,Faulty,34,22,MEDIUM,False,True,65.8,Immediate,Weekly,312,Yes,0.732,190.1,76.3,A,5.56,92.2,0.688
TDMS00069,EY-TFGMX,EY,TFGMX,12.81,South Eastern Railway,Ranchi,CORR_005,TRD_OVERHEATING_F0069,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Sensor_Alert,24.95902,84.097192,23-12-2025,11-09-2026,12-09-2026,15-09-2026,3.9,3.53,60,11.8,09-08-2025,90,1,2090.2,245.4,45.4,28.2,Clear,Normal,32,30,MEDIUM,False,False,31.2,This_Month,Monthly,212,No,0.224,679.1,55.2,B,3.9,59.6,0.736
TDMS00070,SYCJQ-TJHQH,SYCJQ,TJHQH,40.32,Eastern Railway,Sealdah,CORR_006,TRD_CONTACT_WIRE_WEAR_F0070,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,21.101356,88.542713,20-02-2026,11-09-2026,11-09-2026,12-09-2026,4.53,5.17,20,19.4,26-01-2026,180,0,1860.6,239.6,52.4,26.7,Thunderstorm,Faulty,62,11,HIGH,False,False,50.3,Immediate,Weekly,310,No,0.736,173.8,84.6,A,4.53,91.9,0.627
TDMS00071,JCVNS-CDT,JCVNS,CDT,103.57,Central Railway,Nagpur,CORR_002,TRD_VOLTAGE_FLUCTUATION_F0071,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Manual_Inspection,21.238028,82.004902,23-09-2025,10-09-2026,11-09-2026,13-09-2026,4.42,3.95,40,11.9,06-06-2026,90,2,1929.3,228.7,48.2,21.5,Thunderstorm,Overheated,80,11,HIGH,False,False,30.5,This_Week,Weekly,237,No,0.521,327.8,71.9,B,4.42,82.3,0.769
TDMS00072,QI-CE,QI,CE,17.18,Southern Railway,Chennai,CORR_005,TRD_VOLTAGE_FLUCTUATION_F0072,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,14.307974,80.924469,27-08-2025,15-09-2026,16-09-2026,17-09-2026,4.98,4.52,20,23.1,07-04-2026,90,5,1848.2,186.2,51.3,25.5,Windstorm,Faulty,68,20,MEDIUM,False,False,53.4,Immediate,Weekly,271,No,0.703,248.7,77.7,A,4.98,96.7,0.732
TDMS00073,UPQNH-DP,UPQNH,DP,33.13,Southern Railway,Palakkad,CORR_002,TRD_INSULATION_FAULT_F0073,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Critical,Manual_Inspection,12.78029,73.74696,29-07-2025,07-09-2026,08-09-2026,09-09-2026,5.0,4.43,20,17.6,17-11-2025,90,1,1962.4,234.2,45.2,19.7,Snowy,Faulty,59,20,LOW,False,False,35.2,Immediate,Weekly,266,No,0.742,217.3,69.4,B,5.0,92.3,0.65
TDMS00074,RKGN-NIDH,RKGN,NIDH,65.3,Northern Railway,Lucknow,CORR_003,TRD_TRANSFORMER_FAILURE_F0074,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,26.103112,79.161938,27-07-2026,14-09-2026,15-09-2026,16-09-2026,6.13,6.0,20,11.2,23-12-2025,90,1,1927.5,246.7,45.1,24.5,Thunderstorm,Faulty,33,14,MEDIUM,False,False,37.8,Immediate,Weekly,360,No,0.613,254.1,74.7,B,6.13,83.8,0.688
TDMS00075,BKGSD-LV,BKGSD,LV,12.74,Western Railway,Vadodara,CORR_006,TRD_VOLTAGE_FLUCTUATION_F0075,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,21.789076,72.098976,03-09-2025,03-09-2026,04-09-2026,05-09-2026,5.1,4.93,20,6.5,11-08-2026,365,0,1991.4,193.4,53.5,11.6,Windstorm,Faulty,49,13,HIGH,False,False,35.6,Immediate,Weekly,296,No,0.644,252.3,82.0,A,5.1,88.0,0.544
TDMS00076,RAO-HEF,RAO,HEF,11.56,Western Railway,Rajkot,CORR_002,TRD_CONTACT_WIRE_WEAR_F0076,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Thermal_Drone,20.843378,71.895535,02-11-2025,16-09-2026,16-09-2026,19-09-2026,2.92,3.18,60,23.6,17-02-2026,180,3,2227.7,206.6,54.4,15.9,Rainy,Normal,69,12,LOW,False,False,23.4,This_Month,Monthly,191,No,0.245,595.4,40.3,C,2.92,56.4,0.929
TDMS00077,WH-DCTL,WH,DCTL,98.56,Central Railway,Mumbai CST,CORR_010,TRD_SAGGING_F0077,OHE_CONTACT_LINE,Sagging,High,Thermal_Drone,14.843701,71.4933,15-01-2026,10-09-2026,11-09-2026,13-09-2026,4.24,4.1,40,14.6,09-04-2026,90,0,2259.8,223.9,49.1,12.7,Snowy,Overheated,62,24,MEDIUM,True,False,64.9,This_Week,Weekly,246,Yes,0.484,345.1,61.9,B,4.24,74.9,0.781
TDMS00078,CYOY-UJMWE,CYOY,UJMWE,73.94,Northern Railway,Lucknow,CORR_008,TRD_CONTACT_WIRE_WEAR_F0078,OHE_CONTACT_LINE,Contact Wire Wear,High,Thermal_Drone,30.015169,82.518526,09-08-2025,15-09-2026,15-09-2026,17-09-2026,3.94,4.23,40,27.9,22-10-2025,365,0,1933.8,207.2,47.5,13.5,Snowy,Overheated,70,10,LOW,True,False,49.6,This_Month,Monthly,254,No,0.432,499.6,55.6,B,3.94,76.1,0.628
TDMS00079,DXG-EJVJF,DXG,EJVJF,15.71,Southern Railway,Palakkad,CORR_007,TRD_CONTACT_WIRE_WEAR_F0079,OHE_CONTACT_LINE,Contact Wire Wear,High,Thermal_Drone,8.512197,75.618029,13-02-2026,15-09-2026,16-09-2026,18-09-2026,4.11,3.73,40,25.9,19-02-2026,365,3,2249.6,249.0,49.4,25.5,Rainy,Overheated,44,29,HIGH,False,False,35.0,This_Week,Weekly,224,No,0.409,419.4,67.4,B,4.11,75.9,0.737
TDMS00080,LJCU-ZHS,LJCU,ZHS,114.9,Eastern Railway,Malda,CORR_010,TRD_CONTACT_WIRE_WEAR_F0080,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Sensor_Alert,30.569964,87.080177,06-04-2026,15-09-2026,16-09-2026,17-09-2026,5.69,5.25,20,12.9,18-12-2025,90,4,1920.1,240.9,54.2,17.3,Clear,Faulty,56,21,MEDIUM,False,False,36.8,Immediate,Weekly,315,No,0.739,199.4,75.9,A,5.69,93.5,0.884
TDMS00081,JCVDR-DHB,JCVDR,DHB,107.11,Northern Railway,Ferozpur,CORR_003,TRD_TRANSFORMER_FAILURE_F0081,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,28.410227,72.297283,07-09-2025,11-09-2026,12-09-2026,14-09-2026,4.08,3.78,40,25.2,06-03-2026,180,2,2150.0,235.8,53.1,14.3,Thunderstorm,Overheated,75,26,HIGH,False,False,37.8,This_Week,Weekly,227,No,0.422,461.3,66.7,B,4.08,77.0,0.864
TDMS00082,XYQB-KF,XYQB,KF,32.37,Southern Railway,Chennai,CORR_007,TRD_CONTACT_WIRE_WEAR_F0082,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,8.78485,84.855044,06-04-2026,06-09-2026,06-09-2026,07-09-2026,5.57,5.58,20,10.8,18-12-2025,180,1,1998.6,236.5,51.7,24.4,Windstorm,Faulty,49,12,LOW,False,False,42.6,Immediate,Weekly,335,No,0.709,311.6,71.5,B,5.57,95.1,0.717
TDMS00083,AX-WEDII,AX,WEDII,97.43,South Eastern Railway,Ranchi,CORR_007,TRD_TRANSFORMER_FAILURE_F0083,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,23.975474,82.614968,25-06-2026,13-09-2026,13-09-2026,15-09-2026,3.71,3.8,40,18.8,26-02-2026,90,3,1805.3,247.3,53.6,22.2,Thunderstorm,Overheated,73,26,HIGH,False,False,31.7,This_Week,Weekly,228,No,0.45,406.9,67.0,B,3.71,72.5,0.747
TDMS00084,JU-NQFRB,JU,NQFRB,7.2,Eastern Railway,Malda,CORR_009,TRD_LINE_BREAKAGE_F0084,OHE_CONTACT_LINE,Line Breakage,Critical,Visual_Patrol,31.18289,86.668975,29-12-2025,14-09-2026,14-09-2026,15-09-2026,4.97,5.05,20,19.2,13-07-2026,180,3,2070.0,198.2,45.0,13.9,Thunderstorm,Faulty,75,11,MEDIUM,True,False,69.7,Immediate,Weekly,303,Yes,0.773,180.5,81.3,A,4.97,85.9,0.742
TDMS00085,ADONG-QX,ADONG,QX,50.55,Southern Railway,Chennai,CORR_001,TRD_CONTACT_WIRE_WEAR_F0085,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Thermal_Drone,13.712198,86.350749,09-01-2026,09-09-2026,10-09-2026,13-09-2026,3.07,2.77,60,19.0,24-11-2025,180,1,2228.7,233.5,52.3,29.9,Clear,Normal,34,19,MEDIUM,False,False,26.9,This_Month,Monthly,166,No,0.255,617.0,52.5,B,3.07,58.3,0.736
TDMS00086,HZ-UKHX,HZ,UKHX,45.56,South Central Railway,Nanded,CORR_005,TRD_INSULATION_FAULT_F0086,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Manual_Inspection,18.993305,77.641969,14-09-2025,11-09-2026,11-09-2026,13-09-2026,3.5,4.03,40,6.6,09-09-2025,90,0,2136.3,202.7,49.6,28.7,Rainy,Overheated,60,26,HIGH,False,False,40.2,This_Week,Weekly,242,No,0.414,436.3,68.5,B,3.5,78.1,0.638
TDMS00087,YTKT-ZFI,YTKT,ZFI,29.77,Southern Railway,Chennai,CORR_009,TRD_INSULATION_FAULT_F0087,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Visual_Patrol,14.076309,79.850528,27-09-2025,04-09-2026,04-09-2026,07-09-2026,3.33,3.63,60,14.5,14-10-2025,365,0,1822.0,190.7,51.1,25.6,Rainy,Normal,35,17,HIGH,False,True,30.0,This_Month,Monthly,218,No,0.23,648.7,57.7,B,3.33,63.1,0.52
TDMS00088,ZO-DGCH,ZO,DGCH,115.45,Southern Railway,Tiruchirapalli,CORR_003,TRD_TRANSFORMER_FAILURE_F0088,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,8.712788,83.947109,25-10-2025,03-09-2026,03-09-2026,05-09-2026,3.88,4.53,40,14.8,01-07-2026,180,1,2058.4,243.7,48.3,11.7,Clear,Overheated,36,25,HIGH,False,True,49.0,This_Week,Weekly,272,No,0.49,452.2,66.4,B,3.88,78.2,0.784
TDMS00089,NKN-EF,NKN,EF,22.95,Central Railway,Nagpur,CORR_006,TRD_SAGGING_F0089,OHE_CONTACT_LINE,Sagging,Critical,Thermal_Drone,21.65292,81.086443,26-10-2025,09-09-2026,10-09-2026,11-09-2026,6.01,5.6,20,26.5,04-08-2025,365,3,2059.4,185.0,46.1,12.4,Rainy,Faulty,79,12,MEDIUM,False,True,79.7,Immediate,Weekly,336,Yes,0.726,247.8,81.6,A,6.01,95.0,0.694
TDMS00090,BIJPR-MXRH,BIJPR,MXRH,100.12,Northern Railway,Lucknow,CORR_008,TRD_CONTACT_WIRE_WEAR_F0090,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Sensor_Alert,25.176641,78.458583,04-03-2026,12-09-2026,13-09-2026,16-09-2026,5.88,5.23,60,8.9,26-05-2026,365,3,2290.3,226.5,54.0,21.0,Rainy,Normal,46,13,HIGH,True,False,45.9,This_Month,Monthly,314,No,0.199,662.7,56.4,B,5.88,57.8,0.779
TDMS00091,DKGG-BNMML,DKGG,BNMML,19.47,Eastern Railway,Malda,CORR_001,TRD_TRANSFORMER_FAILURE_F0091,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,29.52762,88.514177,30-09-2025,07-09-2026,07-09-2026,10-09-2026,3.25,3.42,60,3.8,10-12-2025,90,0,2266.0,185.2,51.8,16.1,Rainy,Normal,49,10,MEDIUM,False,True,41.0,This_Month,Monthly,205,No,0.199,566.0,51.2,B,3.25,55.9,0.608
TDMS00092,YADPN-OP,YADPN,OP,81.71,South Eastern Railway,Chakradharpur,CORR_008,TRD_VOLTAGE_FLUCTUATION_F0092,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Thermal_Drone,20.779728,83.793545,20-11-2025,15-09-2026,15-09-2026,16-09-2026,4.31,4.43,20,6.3,31-07-2025,90,4,1850.9,233.0,51.7,15.8,Thunderstorm,Faulty,49,5,MEDIUM,True,True,82.9,Immediate,Weekly,266,Yes,0.645,229.5,73.1,B,4.31,92.5,0.913
TDMS00093,JRB-CCL,JRB,CCL,70.51,Northern Railway,Ferozpur,CORR_007,TRD_CIRCUIT_BREAKER_TRIP_F0093,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Critical,Manual_Inspection,32.837416,71.547486,11-09-2025,11-09-2026,12-09-2026,13-09-2026,4.66,4.48,20,15.9,28-02-2026,90,1,1935.4,196.7,46.0,21.1,Clear,Faulty,24,16,HIGH,False,False,37.3,Immediate,Weekly,269,No,0.665,272.6,81.1,A,4.66,88.3,0.725
TDMS00094,XN-MN,XN,MN,31.36,Southern Railway,Chennai,CORR_005,TRD_TRANSFORMER_FAILURE_F0094,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Thermal_Drone,11.804269,79.853197,29-03-2026,15-09-2026,15-09-2026,18-09-2026,3.23,3.3,60,13.8,03-02-2026,90,4,2138.4,244.9,54.5,29.6,Windstorm,Normal,80,20,LOW,False,False,26.3,This_Month,Monthly,198,No,0.181,626.6,42.1,C,3.23,62.9,0.89
TDMS00095,EZWTM-ZDT,EZWTM,ZDT,26.19,Western Railway,Ratlam,CORR_011,TRD_LINE_BREAKAGE_F0095,OHE_CONTACT_LINE,Line Breakage,Critical,Sensor_Alert,23.882666,73.787927,07-05-2026,11-09-2026,12-09-2026,13-09-2026,5.19,4.62,20,8.2,14-05-2026,180,1,2079.6,224.4,45.4,15.5,Clear,Faulty,26,13,HIGH,True,False,73.9,Immediate,Weekly,277,Yes,0.628,257.7,73.8,B,5.19,88.1,0.733
TDMS00096,FAA-GMB,FAA,GMB,65.61,Southern Railway,Madurai,CORR_009,TRD_OVERHEATING_F0096,TRACTION_POWER_EQUIPMENT,Overheating,High,Sensor_Alert,9.339938,78.169573,09-12-2025,09-09-2026,09-09-2026,11-09-2026,4.45,4.45,40,11.9,01-10-2025,365,2,2183.8,186.7,53.2,23.4,Windstorm,Overheated,71,6,HIGH,False,True,54.0,This_Week,Weekly,267,No,0.488,422.5,73.3,B,4.45,73.3,0.809
TDMS00097,JNXB-DX,JNXB,DX,55.85,Central Railway,Pune,CORR_004,TRD_VOLTAGE_FLUCTUATION_F0097,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Sensor_Alert,17.376269,74.535088,17-06-2026,09-09-2026,10-09-2026,12-09-2026,3.67,3.48,40,2.9,18-04-2026,90,2,2207.1,182.9,54.3,23.0,Thunderstorm,Overheated,42,19,MEDIUM,False,True,55.6,This_Week,Weekly,209,Yes,0.47,440.1,60.5,B,3.67,74.1,0.912
TDMS00098,TU-QLW,TU,QLW,119.55,Western Railway,Mumbai Central,CORR_001,TRD_VOLTAGE_FLUCTUATION_F0098,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Thermal_Drone,20.398312,73.817906,11-05-2026,15-09-2026,16-09-2026,17-09-2026,4.88,4.67,20,11.8,29-06-2026,90,2,2157.4,214.8,53.1,10.9,Windstorm,Faulty,27,9,HIGH,True,False,76.0,Immediate,Weekly,280,Yes,0.707,173.8,78.3,A,4.88,92.0,0.822
TDMS00099,QDVC-CXKA,QDVC,CXKA,44.37,Southern Railway,Tiruchirapalli,CORR_012,TRD_OVERHEATING_F0099,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Sensor_Alert,10.895447,80.836374,10-06-2026,16-09-2026,17-09-2026,20-09-2026,4.18,4.08,60,22.0,11-08-2026,180,2,2066.4,224.0,49.4,29.2,Thunderstorm,Normal,57,10,HIGH,False,False,26.6,This_Month,Monthly,245,No,0.279,561.3,54.6,B,4.18,60.3,0.827
TDMS00100,RUJ-WRWT,RUJ,WRWT,87.02,Southern Railway,Palakkad,CORR_012,TRD_TRANSFORMER_FAILURE_F0100,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,12.491888,75.781408,26-07-2025,05-09-2026,06-09-2026,08-09-2026,3.74,3.4,40,26.4,19-03-2026,90,4,2035.3,209.7,52.0,15.5,Windstorm,Overheated,58,17,MEDIUM,True,False,71.9,This_Week,Weekly,204,Yes,0.513,332.9,62.7,B,3.74,78.8,0.786
TDMS00101,HACDG-TJKO,HACDG,TJKO,81.06,South Eastern Railway,Chakradharpur,CORR_011,TRD_OIL_LEAKAGE_F0101,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Thermal_Drone,22.197274,86.076205,02-08-2026,09-09-2026,10-09-2026,12-09-2026,4.97,4.78,21,13.5,12-07-2026,90,3,1941.9,249.5,49.0,14.6,Windstorm,Overheated,25,19,MEDIUM,True,False,54.2,This_Month,Monthly,287,No,0.45,435.7,56.5,B,4.97,72.7,0.886
TDMS00102,UFUPL-GK,UFUPL,GK,67.12,Eastern Railway,Sealdah,CORR_004,TRD_SAGGING_F0102,OHE_CONTACT_LINE,Sagging,Medium,Sensor_Alert,19.034518,88.559328,11-08-2026,15-09-2026,16-09-2026,19-09-2026,3.79,3.58,2,11.2,11-05-2026,180,2,2214.1,213.9,47.2,22.6,Rainy,Normal,75,6,MEDIUM,True,True,70.5,Programmed,Monthly,215,Yes,0.222,595.6,25.9,C,3.79,39.6,0.96
