Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Latitude,Longitude,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Passenger_vs_Goods_Ratio,Available_Block_Window_Hours,Corridor_Criticality,Upcoming_Special_Traffic,Overlapping_SNT_Request,Overlapping_TD_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
DEF00071,JWNR-ABSA,JWNR,ABSA,3.37,South Central Railway,Secunderabad,16.661305,77.86842,Rail,Rail Wear,High,Manual Patrol,14-02-2026,07-09-2026,07-09-2026,09-09-2026,7.5,8.9,189,5.5,25-09-2025,365,1,3,0.7,13.85,Branch,False,False,True,0.88,Immediate,Weekly,8.9,Yes,51.7,7.5,51.9,0.82
DEF00072,NDLS-DEE,NDLS,DEE,4.41,Southern Railway,Chennai,14.057537,82.880594,Bridge,Bearing Wear,Critical,TRC Survey,18-08-2026,03-09-2026,03-09-2026,04-09-2026,15.9,17.1,9,15.4,02-06-2026,60,1,3,0.77,16.92,Branch,False,False,False,0.08,Immediate,Weekly,17.1,No,47.3,15.9,38.3,0.95
DEF00073,ROHA-KHED,ROHA,KHED,77.74,Northern Railway,Lucknow,25.433985,82.018484,Rail,Internal Flaw (UFD),Medium,Manual Patrol,29-04-2026,12-09-2026,12-09-2026,15-09-2026,5.5,6.2,108,27.5,10-07-2026,60,3,5,0.85,10.58,Trunk,False,False,False,0.38,Immediate,Weekly,6.2,No,55.4,5.5,58.9,0.88
DEF00074,PLPM-LDY,PLPM,LDY,1.4,Central Railway,Pune,16.781964,74.29369,Bridge,Bearing Wear,Medium,Manual Patrol,28-07-2026,13-09-2026,13-09-2026,16-09-2026,11.8,12.6,0,23.0,16-08-2026,365,3,5,0.84,13.43,Trunk,False,False,False,0.07,This Month,Monthly,12.6,No,26.5,11.8,26.2,0.96
DEF00075,JHK-PUL,JHK,PUL,7.36,Western Railway,Ratlam,24.38516,77.38966,Bridge,Deck Slab Crack,High,TRC Survey,22-04-2026,05-09-2026,05-09-2026,07-09-2026,12.2,12.9,124,20.9,04-08-2026,365,2,3,0.67,16.5,Branch,False,False,False,0.04,Immediate,Weekly,12.9,No,56.2,12.2,60.4,0.97
DEF00076,MTJ-MSRP,MTJ,MSRP,0.82,Northern Railway,Lucknow,26.713308,83.547655,Bridge,Bearing Wear,High,TRC Survey,10-08-2026,12-09-2026,12-09-2026,14-09-2026,13.3,14.5,16,30.8,21-05-2026,90,0,3,0.61,15.0,Branch,False,False,True,0.71,This Week,Weekly,14.5,Yes,44.0,13.3,36.4,0.77
DEF00077,PEC-PASG,PEC,PASG,10.3,South Central Railway,Vijayawada,18.602758,83.566297,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,08-11-2025,10-09-2026,10-09-2026,15-09-2026,3.0,3.8,237,20.7,18-08-2026,90,2,3,0.88,12.7,Branch,True,False,False,0.1,Immediate,Weekly,3.8,No,37.9,3.0,43.8,0.91
DEF00078,MCI-BPA,MCI,BPA,0.34,Eastern Railway,Malda,25.902924,87.078443,Bridge,Deck Slab Crack,High,TRC Survey,13-03-2026,13-09-2026,14-09-2026,16-09-2026,15.3,11.53,161,11.3,10-05-2026,90,1,17,0.87,5.53,Trunk,False,False,False,0.08,Immediate,Weekly,11.53,No,64.8,15.3,59.4,0.72
DEF00079,SBR-NAC,SBR,NAC,7.61,South Central Railway,Secunderabad,17.953102,78.584768,Sleeper,Sleeper Displacement,Medium,UFD,18-07-2026,14-09-2026,14-09-2026,17-09-2026,5.8,6.4,22,3.7,26-06-2026,180,0,4,0.84,14.63,Trunk,False,True,False,0.99,This Week,Weekly,6.4,Yes,26.8,5.8,23.8,0.89
DEF00080,CNB-ETW,CNB,ETW,86.04,Southern Railway,Tiruchirapalli,11.129522,78.623571,Point & Crossing,Worn Point Blade,Low,Manual Patrol,14-05-2026,12-09-2026,12-09-2026,17-09-2026,3.7,4.6,0,20.6,07-07-2026,180,1,19,0.57,6.25,Trunk,False,False,False,0.19,Programmed,Monthly,4.6,No,20.6,3.7,21.6,0.96
DEF00081,GWV-GDPL,GWV,GDPL,2.25,Southern Railway,Chennai,12.372025,83.200965,Point & Crossing,Worn Point Blade,Medium,Manual Patrol,12-09-2025,09-09-2026,09-09-2026,12-09-2026,4.1,5.3,314,7.8,17-07-2026,90,1,14,0.67,8.43,Trunk,True,False,False,0.38,Immediate,Weekly,5.3,No,50.5,4.1,48.0,0.97
DEF00082,MT-NNP,MT,NNP,1.78,Central Railway,Nagpur,21.062539,80.180705,Sleeper,Cracked/Broken Sleeper,Medium,TRC Survey,15-03-2026,03-09-2026,03-09-2026,06-09-2026,3.3,4.0,127,19.6,02-02-2026,180,3,9,0.67,5.5,Trunk,False,True,False,0.8,Immediate,Weekly,4.0,Yes,57.2,3.3,58.5,0.88
DEF00083,JAT-BBMN,JAT,BBMN,3.94,South Central Railway,Secunderabad,18.561114,78.576974,Bridge,Deck Slab Crack,Medium,Manual Patrol,03-01-2026,08-09-2026,08-09-2026,11-09-2026,12.6,13.6,221,13.8,13-07-2026,180,2,5,0.62,9.67,Trunk,False,True,False,0.67,Immediate,Weekly,13.6,Yes,50.8,12.6,56.0,0.74
DEF00084,BTT-BLTR,BTT,BLTR,12.42,South Central Railway,Vijayawada,17.572277,82.263958,Rail,Weld Defect,Medium,Manual Patrol,02-03-2026,13-09-2026,13-09-2026,16-09-2026,4.2,5.3,142,3.2,19-08-2026,90,2,2,0.56,16.92,Branch,False,False,False,0.29,Immediate,Weekly,5.3,No,49.4,4.2,49.5,0.77
DEF00085,CBJ-BE,CBJ,BE,1.77,Central Railway,Nagpur,22.704863,81.279888,Level Crossing,Missing/Loose Fastener,Low,TRC Survey,30-06-2026,04-09-2026,04-09-2026,09-09-2026,3.0,3.8,0,40.3,30-08-2026,30,1,3,0.74,14.1,Branch,False,False,False,0.25,Programmed,Monthly,3.8,No,16.5,3.0,14.4,0.7
DEF00086,BHW-GMAN,BHW,GMAN,7.7,Southern Railway,Chennai,13.524692,79.729708,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,18-02-2026,12-09-2026,12-09-2026,17-09-2026,3.4,4.0,126,2.4,14-08-2026,30,0,9,0.83,4.5,Trunk,False,False,False,0.31,Immediate,Weekly,4.0,No,35.2,3.4,40.5,0.97
DEF00087,MLZ-MXL,MLZ,MXL,1.65,Western Railway,Ratlam,23.896902,74.980999,Point & Crossing,Worn Point Blade,Low,Manual Patrol,30-01-2026,06-09-2026,06-09-2026,11-09-2026,3.7,4.5,140,7.5,24-06-2026,365,0,4,0.74,9.0,Trunk,False,False,True,0.98,Immediate,Weekly,4.5,Yes,38.2,3.7,43.9,0.98
DEF00088,BHW-BDAG,BHW,BDAG,0.75,South Central Railway,Guntakal,14.323076,73.883745,Bridge,Girder Corrosion,Medium,TRC Survey,06-04-2026,06-09-2026,06-09-2026,09-09-2026,12.0,13.1,116,6.5,06-08-2026,180,0,5,0.78,11.42,Trunk,True,False,False,0.06,Immediate,Weekly,13.1,No,48.4,12.0,53.4,0.78
DEF00089,KSO-KKQ,KSO,KKQ,2.93,Central Railway,Bhusawal,20.428207,76.610733,Rail,Rail Wear,Medium,UFD,24-06-2026,03-09-2026,03-09-2026,06-09-2026,6.3,7.5,31,33.3,28-01-2026,180,2,11,0.85,7.28,Trunk,False,True,True,0.63,Immediate,Weekly,7.5,Yes,42.2,6.3,34.2,0.73
DEF00090,CQR-GGV,CQR,GGV,0.91,Southern Railway,Palakkad,10.788753,75.328046,Bridge,Bearing Wear,High,TRC Survey,31-10-2025,14-09-2026,15-09-2026,17-09-2026,13.0,10.73,299,39.1,03-07-2026,90,2,22,0.85,4.73,Trunk,False,True,True,0.74,Immediate,Weekly,10.73,Yes,74.7,13.0,66.9,0.95
DEF00091,HW-RK,HW,RK,40.11,Southern Railway,Salem,12.217074,77.519545,Bridge,Bearing Wear,Medium,TRC Survey,13-01-2026,13-09-2026,13-09-2026,16-09-2026,11.0,11.67,209,18.8,02-07-2026,60,5,19,0.82,5.67,Trunk,True,False,True,0.72,Immediate,Weekly,11.67,Yes,57.6,11.0,57.1,0.89
DEF00092,JHWR-SOHL,JHWR,SOHL,1.68,Southern Railway,Madurai,9.016188,78.816401,Ballast,Insufficient Ballast Cushion,High,Manual Patrol,20-04-2026,11-09-2026,11-09-2026,13-09-2026,9.9,10.8,122,13.1,17-04-2026,180,1,6,0.82,9.45,Trunk,False,False,False,0.3,Immediate,Weekly,10.8,No,64.6,9.9,63.2,0.75
DEF00093,BHK-SWRT,BHK,SWRT,9.23,Southern Railway,Tiruchirapalli,9.364941,80.567038,Bridge,Bearing Wear,High,TRC Survey,19-12-2025,05-09-2026,05-09-2026,07-09-2026,13.2,14.4,242,9.6,19-09-2025,365,0,3,0.74,11.38,Branch,False,False,False,0.4,Immediate,Weekly,14.4,No,58.2,13.2,61.4,0.73
DEF00094,ATC-JOO,ATC,JOO,0.85,Southern Railway,Chennai,10.602208,86.320467,Ballast,Ballast Degradation,High,UFD,17-05-2026,07-09-2026,07-09-2026,09-09-2026,9.3,10.2,93,14.8,22-04-2026,90,1,16,0.74,6.37,Trunk,False,False,False,0.05,Immediate,Weekly,10.2,No,65.4,9.3,65.7,0.99
DEF00095,JRNA-TLMR,JRNA,TLMR,18.46,South Central Railway,Guntakal,14.159977,78.675086,Ballast,Ballast Degradation,Medium,Manual Patrol,15-06-2026,09-09-2026,09-09-2026,12-09-2026,6.6,7.7,40,9.2,11-08-2026,30,3,3,0.56,12.5,Branch,False,False,True,0.73,Immediate,Weekly,7.7,Yes,38.1,6.6,33.5,0.72
DEF00096,BEB-BFT,BEB,BFT,2.99,South Central Railway,Guntakal,13.994965,75.079644,Ballast,Ballast Degradation,Medium,TRC Survey,26-06-2026,09-09-2026,09-09-2026,12-09-2026,7.8,9.0,41,8.5,30-08-2026,60,1,12,0.59,3.78,Trunk,False,True,True,0.68,Immediate,Weekly,9.0,Yes,43.8,7.8,42.1,0.89
DEF00097,NDGJ-BOP,NDGJ,BOP,1.79,South Eastern Railway,Ranchi,24.978025,85.056335,Sleeper,Sleeper Displacement,Low,TRC Survey,29-12-2025,06-09-2026,06-09-2026,11-09-2026,2.5,3.4,178,11.7,06-07-2026,180,2,40,0.73,2.93,Trunk,False,False,False,0.19,Immediate,Weekly,3.4,No,46.0,2.5,52.1,0.8
DEF00098,LOA-CHD,LOA,CHD,7.28,Northern Railway,Moradabad,27.154088,78.612153,Bridge,Girder Corrosion,Low,Manual Patrol,21-05-2026,07-09-2026,07-09-2026,12-09-2026,9.6,11.0,0,17.4,26-05-2026,60,1,3,0.68,15.75,Branch,True,True,False,0.54,Programmed,Monthly,11.0,No,12.5,9.6,1.1,0.86
DEF00099,SY-MV,SY,MV,10.01,South Central Railway,Nanded,19.204843,76.077654,Sleeper,Sleeper Displacement,Low,TRC Survey,02-08-2025,11-09-2026,11-09-2026,16-09-2026,3.3,4.2,284,18.2,14-05-2026,90,1,10,0.7,10.0,Trunk,True,True,True,0.55,Immediate,Weekly,4.2,No,44.9,3.3,44.5,0.86
DEF00100,SSB-BGZ,SSB,BGZ,5.76,South Central Railway,Guntakal,14.861173,77.218843,Point & Crossing,Worn Point Blade,Medium,UFD,04-01-2026,06-09-2026,06-09-2026,09-09-2026,6.7,7.8,216,21.8,23-05-2026,90,4,8,0.77,8.77,Trunk,False,False,True,0.77,Immediate,Weekly,7.8,Yes,51.2,6.7,57.6,0.88
DEF00101,MABD-WL,MABD,WL,32.13,South Central Railway,Guntakal,15.145366,78.354308,Level Crossing,Missing/Loose Fastener,Medium,TRC Survey,30-03-2026,07-09-2026,07-09-2026,10-09-2026,1.8,3.1,140,32.4,23-07-2026,60,1,12,0.58,6.63,Trunk,False,False,False,0.29,Immediate,Weekly,3.1,No,57.7,1.8,55.0,0.83
DEF00102,AZ-DHPD,AZ,DHPD,0.95,South Central Railway,Secunderabad,16.503088,78.504411,Ballast,Ballast Degradation,Low,Manual Patrol,26-10-2025,14-09-2026,14-09-2026,19-09-2026,7.5,8.5,229,17.6,28-05-2026,60,4,6,0.67,10.0,Trunk,True,False,False,0.03,Immediate,Weekly,8.5,No,49.0,7.5,55.8,0.8
DEF00103,BGTA-SGP,BGTA,SGP,9.69,Central Railway,Nagpur,22.524497,77.597338,Level Crossing,Missing/Loose Fastener,High,UFD,18-02-2026,08-09-2026,08-09-2026,10-09-2026,3.9,4.8,180,21.5,14-07-2026,30,2,2,0.58,14.83,Branch,True,False,False,0.36,Immediate,Weekly,4.8,No,58.3,3.9,63.6,0.72
DEF00104,KQU-MDSE,KQU,MDSE,2.33,South Central Railway,Vijayawada,15.834119,87.047482,Level Crossing,Loose/Cracked Fish Plate,Low,TRC Survey,31-05-2026,13-09-2026,13-09-2026,18-09-2026,2.9,3.6,0,1.3,26-04-2026,90,0,30,0.71,4.62,Trunk,False,False,False,0.12,Programmed,Monthly,3.6,No,17.1,2.9,12.1,0.84
DEF00105,BORT-BORD,BORT,BORD,4.06,Central Railway,Solapur,18.249219,75.011293,Bridge,Bearing Wear,Medium,Manual Patrol,21-01-2026,04-09-2026,04-09-2026,07-09-2026,13.4,14.9,201,23.2,14-04-2026,180,2,2,0.73,12.25,Branch,False,False,False,0.02,Immediate,Weekly,14.9,No,51.0,13.4,54.5,0.78
DEF00106,BVRT-AKVD,BVRT,AKVD,10.5,Central Railway,Nagpur,20.293995,80.520371,Sleeper,Sleeper Displacement,Critical,Manual Patrol,02-06-2026,13-09-2026,13-09-2026,14-09-2026,6.6,7.3,90,31.5,29-08-2025,365,6,13,0.89,6.48,Trunk,False,False,True,0.71,Immediate,Weekly,7.3,Yes,86.1,6.6,78.0,0.75
DEF00107,PKO-NS,PKO,NS,3.92,Northern Railway,Lucknow,24.976427,78.726352,Rail,Internal Flaw (UFD),Low,TRC Survey,21-05-2026,13-09-2026,13-09-2026,18-09-2026,4.9,6.0,41,36.1,16-05-2026,60,2,13,0.6,6.4,Trunk,False,False,False,0.24,Immediate,Weekly,6.0,No,40.4,4.9,41.0,0.89
DEF00108,MHL-MTR,MHL,MTR,0.94,Southern Railway,Chennai,11.442971,85.637877,Rail,Internal Flaw (UFD),High,TRC Survey,17-07-2026,09-09-2026,09-09-2026,11-09-2026,7.2,7.9,36,1.9,06-03-2026,180,0,6,0.9,7.27,Trunk,False,False,False,0.24,Immediate,Weekly,7.9,No,51.9,7.2,46.9,0.88
DEF00109,LLI-SRGM,LLI,SRGM,14.01,South Eastern Railway,Chakradharpur,18.361181,84.942425,Ballast,Ballast Degradation,Critical,Manual Patrol,19-07-2026,07-09-2026,07-09-2026,08-09-2026,11.4,12.6,40,39.9,11-09-2025,365,3,2,0.82,16.12,Branch,False,False,False,0.39,Immediate,Weekly,12.6,No,70.9,11.4,60.9,0.91
DEF00110,ABR-PNU,ABR,PNU,22.07,South Central Railway,Vijayawada,16.650864,82.413806,Ballast,Insufficient Ballast Cushion,High,Manual Patrol,02-11-2025,11-09-2026,12-09-2026,14-09-2026,9.3,8.87,293,5.9,11-07-2026,60,0,44,0.8,2.87,Trunk,False,False,False,0.09,Immediate,Weekly,8.87,No,61.8,9.3,61.7,0.76
DEF00111,NWD-WRS,NWD,WRS,14.87,Southern Railway,Chennai,14.080104,82.267361,Rail,Internal Flaw (UFD),Low,Manual Patrol,28-07-2026,08-09-2026,08-09-2026,13-09-2026,4.2,4.8,0,13.6,13-04-2026,90,2,9,0.85,8.78,Trunk,False,False,False,0.34,Programmed,Monthly,4.8,No,15.5,4.2,14.9,0.99
DEF00112,BSL-NGP,BSL,NGP,29.94,Northern Railway,Moradabad,26.235978,78.377995,Point & Crossing,Crossing Wear,Low,Manual Patrol,16-06-2026,06-09-2026,06-09-2026,11-09-2026,4.5,5.3,0,11.2,23-06-2026,30,0,7,0.64,13.42,Trunk,False,False,False,0.24,Programmed,Monthly,5.3,No,12.3,4.5,7.7,0.85
DEF00113,BDDR-KSD,BDDR,KSD,5.33,Southern Railway,Madurai,9.196096,76.894684,Rail,Rail Fracture,Medium,TRC Survey,13-12-2025,06-09-2026,06-09-2026,09-09-2026,4.9,5.6,230,33.7,20-02-2026,180,2,4,0.8,10.68,Trunk,False,True,False,0.98,Immediate,Weekly,5.6,Yes,53.3,4.9,56.4,0.94
DEF00114,RNR-CLI,RNR,CLI,9.9,Central Railway,Nagpur,21.588525,80.687483,Bridge,Girder Corrosion,Medium,Manual Patrol,31-03-2026,02-09-2026,02-09-2026,05-09-2026,12.3,13.3,117,25.2,07-07-2026,90,1,6,0.87,8.05,Trunk,False,False,False,0.35,Immediate,Weekly,13.3,No,48.8,12.3,49.1,0.71
DEF00115,SHBL-GGLE,SHBL,GGLE,1.54,Northern Railway,Lucknow,27.077867,83.129744,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,02-04-2026,05-09-2026,05-09-2026,10-09-2026,5.3,6.7,41,17.9,30-05-2026,180,2,11,0.87,8.07,Trunk,False,False,False,0.08,Immediate,Weekly,6.7,No,27.3,5.3,33.4,0.79
DEF00116,HNL-NVLN,HNL,NVLN,2.45,South Eastern Railway,Ranchi,23.428069,82.183656,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,15-10-2025,13-09-2026,13-09-2026,16-09-2026,7.6,8.7,301,24.3,29-04-2026,90,1,3,0.73,9.0,Branch,False,False,False,0.39,Immediate,Weekly,8.7,No,45.5,7.6,48.2,0.9
DEF00117,KMLM-HSRA,KMLM,HSRA,6.3,Northern Railway,Lucknow,24.371055,81.541785,Ballast,Insufficient Ballast Cushion,High,TRC Survey,08-04-2026,03-09-2026,03-09-2026,05-09-2026,9.4,10.3,133,29.1,01-08-2026,60,1,3,0.81,14.13,Branch,False,False,False,0.11,Immediate,Weekly,10.3,No,64.1,9.4,65.0,0.76
DEF00118,ASN-STN,ASN,STN,7.16,South Eastern Railway,Ranchi,23.394244,81.873423,Sleeper,Sleeper Displacement,Medium,Manual Patrol,09-06-2026,05-09-2026,05-09-2026,08-09-2026,4.9,5.6,68,23.9,21-07-2026,30,4,5,0.66,13.4,Trunk,True,False,False,0.32,Immediate,Weekly,5.6,No,57.2,4.9,52.9,0.72
DEF00119,KAV-KP,KAV,KP,4.14,South Central Railway,Vijayawada,15.23457,82.919856,Bridge,Girder Corrosion,High,TRC Survey,30-09-2025,11-09-2026,12-09-2026,14-09-2026,15.0,14.77,326,29.8,12-07-2026,60,0,9,0.74,8.77,Trunk,False,False,False,0.08,Immediate,Weekly,14.77,No,67.6,15.0,60.1,0.89
DEF00120,MSB-MTMY,MSB,MTMY,6.54,South Central Railway,Nanded,18.242851,76.811897,Bridge,Bearing Wear,High,Manual Patrol,21-08-2025,13-09-2026,14-09-2026,16-09-2026,15.2,11.58,365,1.2,10-08-2026,60,0,116,0.88,5.58,Trunk,False,False,False,0.04,Immediate,Weekly,11.58,No,62.2,15.2,58.3,0.7
DEF00121,KALS-GDI,KALS,GDI,0.1,Western Railway,Vadodara,20.870892,72.658579,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,03-12-2025,14-09-2026,14-09-2026,17-09-2026,2.7,3.2,257,40.0,20-03-2026,180,2,6,0.74,9.85,Trunk,False,False,True,0.51,Immediate,Weekly,3.2,No,53.9,2.7,60.6,0.77
DEF00122,LPH-CKP,LPH,CKP,5.29,Central Railway,Bhusawal,20.198646,76.273558,Sleeper,Sleeper Displacement,High,Manual Patrol,04-08-2026,02-09-2026,02-09-2026,04-09-2026,4.1,4.8,21,38.9,28-06-2026,90,6,3,0.61,13.42,Branch,False,True,True,0.96,This Week,Weekly,4.8,Yes,55.6,4.1,48.6,0.75
DEF00123,RJO-DKGS,RJO,DKGS,1.29,South Central Railway,Guntakal,14.299941,78.940195,Sleeper,Cracked/Broken Sleeper,Medium,TRC Survey,21-03-2026,14-09-2026,14-09-2026,17-09-2026,1.8,2.7,146,27.9,27-07-2026,60,3,7,0.65,5.78,Trunk,False,False,False,0.02,Immediate,Weekly,2.7,No,54.5,1.8,48.1,0.93
DEF00124,MLHA-KSD,MLHA,KSD,4.57,Central Railway,Nagpur,21.889118,77.802116,Sleeper,Sleeper Displacement,Low,TRC Survey,13-01-2026,04-09-2026,04-09-2026,09-09-2026,3.0,4.0,126,15.7,16-06-2026,30,1,8,0.89,6.42,Trunk,False,True,False,0.53,Immediate,Weekly,4.0,No,41.4,3.0,44.3,0.93
DEF00125,NDKD-PGRL,NDKD,PGRL,11.24,South Central Railway,Guntakal,16.026007,77.341885,Rail,Rail Fracture,Medium,Manual Patrol,21-10-2025,02-09-2026,02-09-2026,05-09-2026,6.8,7.7,283,35.1,15-08-2026,30,3,12,0.88,7.5,Trunk,False,False,False,0.37,Immediate,Weekly,7.7,No,59.6,6.8,55.9,0.97
DEF00126,GGT-BDWA,GGT,BDWA,12.58,Central Railway,Nagpur,24.017752,78.037664,Bridge,Deck Slab Crack,Medium,UFD,17-07-2026,05-09-2026,05-09-2026,08-09-2026,11.6,12.6,27,7.9,21-08-2026,60,0,3,0.87,19.85,Branch,True,True,True,0.95,This Week,Weekly,12.6,Yes,28.5,11.6,23.2,0.82
DEF00127,TUV-TDPM,TUV,TDPM,3.49,Central Railway,Nagpur,22.278547,79.306013,Point & Crossing,Crossing Wear,Medium,Manual Patrol,30-11-2025,06-09-2026,06-09-2026,09-09-2026,4.5,5.3,232,27.5,18-06-2026,30,4,6,0.84,11.53,Trunk,False,True,False,0.66,Immediate,Weekly,5.3,Yes,53.7,4.5,53.5,0.8
DEF00128,KUK-ALM,KUK,ALM,3.75,South Central Railway,Guntur,15.433133,79.466642,Ballast,Ballast Degradation,Medium,Manual Patrol,17-03-2026,10-09-2026,10-09-2026,13-09-2026,10.1,11.5,128,12.7,11-01-2026,180,0,10,0.85,11.07,Trunk,True,False,True,0.92,Immediate,Weekly,11.5,Yes,43.9,10.1,46.7,0.97
DEF00129,BGVN-DD,BGVN,DD,17.69,Southern Railway,Chennai,14.215601,80.955557,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,20-05-2026,12-09-2026,12-09-2026,15-09-2026,2.5,3.8,80,36.3,07-08-2026,90,2,6,0.64,9.0,Trunk,True,True,False,0.93,Immediate,Weekly,3.8,Yes,48.6,2.5,48.6,0.89
DEF00130,SHBC-DNHL,SHBC,DNHL,0.56,South Central Railway,Vijayawada,19.346219,82.432556,Point & Crossing,Crossing Wear,Critical,TRC Survey,15-07-2026,14-09-2026,14-09-2026,15-09-2026,6.9,7.7,45,10.3,25-06-2026,90,2,25,0.8,5.98,Trunk,False,False,False,0.06,Immediate,Weekly,7.7,No,66.7,6.9,60.2,0.92
DEF00131,APT-BVL,APT,BVL,2.06,South Central Railway,Vijayawada,16.556385,82.174079,Sleeper,Sleeper Displacement,High,TRC Survey,19-01-2026,12-09-2026,12-09-2026,14-09-2026,2.7,3.7,217,4.2,08-08-2026,60,0,3,0.86,14.68,Branch,True,False,False,0.18,Immediate,Weekly,3.7,No,56.1,2.7,62.1,0.79
DEF00132,NNO-SSB,NNO,SSB,4.04,Central Railway,Solapur,18.554944,75.546819,Level Crossing,Loose/Cracked Fish Plate,Low,UFD,01-06-2026,04-09-2026,04-09-2026,09-09-2026,1.5,2.2,25,38.1,01-07-2026,60,2,7,0.77,9.47,Trunk,False,False,True,0.69,This Week,Weekly,2.2,Yes,36.4,1.5,32.9,0.86
DEF00133,MOZ-MTC,MOZ,MTC,49.3,Central Railway,Pune,19.047283,75.009775,Rail,Rail Fracture,Low,Manual Patrol,08-07-2026,09-09-2026,09-09-2026,14-09-2026,6.4,7.3,0,21.7,15-07-2026,60,4,12,0.69,8.8,Trunk,False,False,False,0.09,Programmed,Monthly,7.3,No,17.8,6.4,20.0,0.85
DEF00134,KRJ-KJY,KRJ,KJY,0.22,Western Railway,Ratlam,23.638864,77.144897,Bridge,Deck Slab Crack,High,Manual Patrol,23-04-2026,14-09-2026,14-09-2026,16-09-2026,15.2,16.3,118,36.5,30-08-2026,60,1,4,0.87,10.5,Trunk,True,False,False,0.3,Immediate,Weekly,16.3,No,65.3,15.2,63.0,0.84
DEF00135,BKRL-DRL,BKRL,DRL,3.14,South Eastern Railway,Ranchi,24.567154,84.010717,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,01-01-2026,06-09-2026,06-09-2026,11-09-2026,5.7,6.5,189,12.4,15-05-2026,90,2,4,0.74,11.48,Trunk,False,False,False,0.26,Immediate,Weekly,6.5,No,45.7,5.7,53.3,0.84
DEF00136,ANV-GLP,ANV,GLP,11.42,South Eastern Railway,Ranchi,22.656449,82.075979,Rail,Internal Flaw (UFD),Low,Manual Patrol,18-12-2025,06-09-2026,06-09-2026,11-09-2026,6.8,7.8,155,21.2,16-07-2026,30,2,3,0.56,10.98,Branch,False,True,True,0.68,Immediate,Weekly,7.8,Yes,38.3,6.8,38.8,0.75
DEF00137,AMBG-MAYP,AMBG,MAYP,4.72,South Central Railway,Secunderabad,18.091022,78.320374,Rail,Rail Fracture,Medium,Manual Patrol,21-02-2026,06-09-2026,06-09-2026,09-09-2026,7.6,8.9,158,20.0,30-04-2026,90,0,13,0.73,5.42,Trunk,False,True,False,0.74,Immediate,Weekly,8.9,Yes,49.8,7.6,52.0,0.71
DEF00138,ETUE-KBP,ETUE,KBP,1.71,South Eastern Railway,Ranchi,24.447245,83.022908,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,10-07-2026,09-09-2026,09-09-2026,14-09-2026,2.5,3.3,0,44.8,14-06-2026,60,1,3,0.86,16.5,Branch,False,False,False,0.16,Programmed,Monthly,3.3,No,16.6,2.5,7.7,0.79
DEF00139,RPO-CPA,RPO,CPA,3.06,South Eastern Railway,Chakradharpur,22.981668,85.681158,Sleeper,Cracked/Broken Sleeper,Medium,UFD,19-10-2025,06-09-2026,06-09-2026,09-09-2026,6.6,7.9,295,24.5,27-02-2026,180,0,8,0.57,8.87,Trunk,False,True,False,0.96,Immediate,Weekly,7.9,Yes,55.4,6.6,59.5,0.78
DEF00140,VLDE-MAND,VLDE,MAND,1.75,South Central Railway,Vijayawada,17.72373,80.75661,Rail,Rail Wear,Medium,UFD,01-09-2025,12-09-2026,12-09-2026,15-09-2026,3.1,4.2,330,28.2,19-01-2026,180,2,3,0.73,17.77,Branch,False,False,False,0.29,Immediate,Weekly,4.2,No,52.7,3.1,54.6,0.74
DEF00141,BEAS-BLJA,BEAS,BLJA,5.77,South Eastern Railway,Ranchi,23.056207,83.057741,Level Crossing,Missing/Loose Fastener,High,UFD,06-11-2025,04-09-2026,04-09-2026,06-09-2026,2.8,3.9,292,17.6,02-02-2026,180,0,4,0.78,13.33,Trunk,False,False,False,0.39,Immediate,Weekly,3.9,No,61.4,2.8,50.2,0.81
DEF00142,AMB-NRLR,AMB,NRLR,3.39,South Central Railway,Nanded,19.731471,77.750896,Rail,Internal Flaw (UFD),Low,Manual Patrol,08-04-2026,11-09-2026,11-09-2026,16-09-2026,3.1,4.5,48,34.3,23-04-2026,180,5,5,0.73,8.8,Trunk,True,False,True,0.63,Immediate,Weekly,4.5,Yes,39.2,3.1,35.9,0.96
